id,summary,start,end,location,description,attendees
20241111_9edmcjh9lkpjckank8eavgv6qk,St. Martin,2024-11-11,2024-11-12,No location provided,"Gedenktag
Wenn Sie Gedenktage ausblenden möchten, rufen Sie die Google Kalender-Einstellungen auf > Feiertage in Deutschland",[]
20241117_qd1rgb9illos1a8j0cpbe9baio,Volkstrauertag,2024-11-17,2024-11-18,No location provided,"Gedenktag
Wenn Sie Gedenktage ausblenden möchten, rufen Sie die Google Kalender-Einstellungen auf > Feiertage in Deutschland",[]
20241120_mlq18o6euidbesusjjr0hp1e3k,Buß- und Bettag (Sachsen),2024-11-20,2024-11-21,No location provided,Feiertag in Sachsen,[]
20241124_kkfnh9oo01dh1qn1cahqjj5en8,Totensonntag,2024-11-24,2024-11-25,No location provided,"Gedenktag
Wenn Sie Gedenktage ausblenden möchten, rufen Sie die Google Kalender-Einstellungen auf > Feiertage in Deutschland",[]
20241201_lc4vn1gvlk1ifg9oqnbihus89c,Erster Advent,2024-12-01,2024-12-02,No location provided,"Gedenktag
Wenn Sie Gedenktage ausblenden möchten, rufen Sie die Google Kalender-Einstellungen auf > Feiertage in Deutschland",[]
20241206_82qqhpos9gnq1e1o4alptuq4a4,Nikolaustag,2024-12-06,2024-12-07,No location provided,"Gedenktag
Wenn Sie Gedenktage ausblenden möchten, rufen Sie die Google Kalender-Einstellungen auf > Feiertage in Deutschland",[]
20241208_gj1sg8bbe7jooml4rn9bb99fgk,Zweiter Advent,2024-12-08,2024-12-09,No location provided,"Gedenktag
Wenn Sie Gedenktage ausblenden möchten, rufen Sie die Google Kalender-Einstellungen auf > Feiertage in Deutschland",[]
20241215_dk581lnducjhjm33fs05j2q0cg,Dritter Advent,2024-12-15,2024-12-16,No location provided,"Gedenktag
Wenn Sie Gedenktage ausblenden möchten, rufen Sie die Google Kalender-Einstellungen auf > Feiertage in Deutschland",[]
20241222_ujml0sf8r0hesk3gk23naos7nc,Vierter Advent,2024-12-22,2024-12-23,No location provided,"Gedenktag
Wenn Sie Gedenktage ausblenden möchten, rufen Sie die Google Kalender-Einstellungen auf > Feiertage in Deutschland",[]
_68o34cph68o3ab9k64ojed1o,Berlin-Termin: 411748,2023-12-05T17:18:00+01:00,2023-12-05T17:30:00+01:00,"Bürgeramt Wilmersdorfer Straße Wilmersdorfer Straße 46, 10627 Berlin","*Achtung! Dies ist eine automatisch erstellte E-Mail. 
Bitte antworten Sie nicht auf diese Mail, sie kann nicht bearbeitet werden.* 

Guten Tag Kyrill Pysarenko, 

hiermit bestätigen wir Ihnen Ihren gebuchten Termin:

**Zeit:** am Dienstag, 05. Dezember 2023 um 17:18 Uhr
**Ort:** Bürgeramt Wilmersdorfer Straße, Wilmersdorfer Straße 46, 10627 Berlin
**Dienstleistung:**
- Führungszeugnis beantragen
**Hinweis:** (Nutzen Sie den Aufzug, der in den 4. Stock fährt)
**Vorgangsnummer:** 411748
**Absage-Code:** 1575
**Änderungs/Absage-Link:** [https://service.berlin.de/terminvereinbarung/termin/manage/?process=411748&amp;authKey=1575](https://service.berlin.de/terminvereinbarung/termin/manage/?process=411748&authKey=1575)


Sollten Sie den Termin nicht wahrnehmen können, sagen Sie ihn bitte **unbedingt** ab, damit wir den Termin neu vergeben können. Dies können Sie einfach über den oben angegebenen Änderungs/Absage-Link erledigen.

Zahlungshinweis: Am Standort kann nur mit girocard (mit PIN) (ehemals EC Karte) bezahlt werden. (keine Barzahlung) 

#### Sie haben folgende Dienstleistung ausgewählt:

 **1) [Führungszeugnis beantragen am Standort Bürgeramt Wilmersdorfer Straße](https://service.berlin.de/dienstleistung/120926/standort/122227/)** 

#### Voraussetzungen

- **Sie wohnen in Berlin und sind hier gemeldet** 
     Falls Sie keine feste Wohnung haben, halten Sie sich stattdessen gewöhnlich auf in Berlin.
- **Mindestalter: 14 Jahre** 
     Führungszeugnisse gibt es nur für Personen, die mindestens 14 Jahre alt sind.
- **Persönliche Antragstellung** 
     Grundsätzlich gilt: persönliche Vorsprache
- **ggf. Staatsangehörigkeit eines anderen Mitgliedsstaates der Europäischen Union** 
     für ein europäisches Führungszeugnis
- **Für den Online-Antrag: Online-Ausweisfunktion** 
     Hierfür benötigen Sie:
    
    - 1. Ihren Personalausweis oder Aufenthaltstitel mit aktivierter Online-Ausweisfunktion (eID) und der sechsstelligen PIN
    - 2. ein externes Kartenlesegerät oder ein modernes Smartphone mit Android- oder iOS-Betriebssystem
    - 3. die Software (z.B. die AusweisApp2)
    
    
    
     [ Weitere Informationen ](https://service.berlin.de/dienstleistung/329830/ ""Für den Online-Antrag: Online-Ausweisfunktion"")
 


#### Erforderliche Unterlagen

- **Antrag auf Führungszeugnis** 
     (online, persönlich und schriftlich möglich)
    
    - Online-Abwicklung: Zur Authentifizierung ist Ihr Personalausweis oder elektronischer Aufenthaltstitel (eAT) mit freigeschalteter Online-Ausweisfunktion notwendig (unter ""Weiterführende Informationen"").
    - Grundsätzlich gilt: persönliche Vorsprache
    - Antrag schriftlich stellen: Wenn Sie nicht persönlich zur Antragstellung erscheinen können, stellen Sie einen formlosen **unterschriebenen** Antrag per Post. Bitte überweisen Sie vorab die Gebühr und fügen Sie Ihrem Antrag den Zahlbeleg bei. Den Betrag finden Sie unter ""Gebühren"" und die Bankverbindung unter ""Weiterführende Informationen"".
    - Für Minderjährige können auch deren gesetzliche Vertreter den Antrag stellen. Die gesetzlichen Vertreter sind normalerweise die Eltern.
- **ggf. Überweisung der Gebühr** 
     Wenn Sie Ihren Antrag schriftlich stellen, **überweisen Sie bitte vorab die Gebühr auf das Konto des Bezirks** und fügen Sie Ihren Zahlbeleg bei.
    
    - Bitte geben Sie im **Verwendungszweck** ""Führungszeugnis für Name, Vorname"" an.
    - Die Kontoverbindungen der Bezirke entnehmen Sie der Liste unter ""Weiterführende Informationen"".
    
    
    
     [ Weitere Informationen ](https://www.berlin.de/labo/_assets/buergerdienste/bankverbindungen-der-buergeraemter.pdf ""ggf. Überweisung der Gebühr"")
- **Personalausweis oder Reisepass**  
     bei schriftlichem Antrag: eine Kopie des Personalausweises oder Reisepasses
- **Für ein behördliches Führungszeugnis** 
    
    - Name und Anschrift der Behörde, für die das Führungszeugnis bestimmt ist
    - Aktenzeichen und Verwendungszweck
- **Für ein erweitertes Führungszeugnis (schriftliche Aufforderung einer berechtigten Stelle)** 
     Die Stelle, die das Führungszeugnis von Ihnen verlangt, hat ausdrücklich ein erweitertes Führungszeugnis gefordert. Dies ist nur in bestimmten Fällen möglich, zum Beispiel wenn Sie mit Kindern oder Jugendlichen arbeiten sollen.
 


#### Gebühren

- 13,00 Euro
- In bestimmten Fällen kann von der Erhebung der Gebühren für ein Führungszeugnis abgesehen werden (siehe Merkblatt unter ""Weiterführende Informationen"").



 

 

 
Mit freundlichem Gruß
Ihre Terminverwaltung des Landes Berlin 

[https://service.berlin.de/terminvereinbarung/](https://service.berlin.de/terminvereinbarung/)",['kyrill.pysarenko@gmail.com']
753869n9d213v9fi0mqporc8p2_20231106T070000Z,Juwelo,2023-11-06T08:00:00+01:00,2023-11-06T14:30:00+01:00,No location provided,No description provided,[]
6ue0onj7vooo9v3p427nl0c3hk_20231107T070000Z,Juwelo,2023-11-07T08:00:00+01:00,2023-11-07T11:00:00+01:00,No location provided,No description provided,[]
1kgpcro9stnno7e8ogrk5si7gh_20231108T150000Z,Juwelo,2023-11-08T16:00:00+01:00,2023-11-08T18:00:00+01:00,No location provided,No description provided,[]
753869n9d213v9fi0mqporc8p2_20231113T070000Z,Juwelo,2023-11-13T08:00:00+01:00,2023-11-13T14:30:00+01:00,No location provided,No description provided,[]
6ue0onj7vooo9v3p427nl0c3hk_20231114T070000Z,Juwelo,2023-11-14T08:00:00+01:00,2023-11-14T11:00:00+01:00,No location provided,No description provided,[]
1kgpcro9stnno7e8ogrk5si7gh_20231115T150000Z,Juwelo,2023-11-15T16:00:00+01:00,2023-11-15T18:00:00+01:00,No location provided,No description provided,[]
753869n9d213v9fi0mqporc8p2_20231120T070000Z,Juwelo,2023-11-20T08:00:00+01:00,2023-11-20T14:30:00+01:00,No location provided,No description provided,[]
6ue0onj7vooo9v3p427nl0c3hk_20231121T070000Z,Juwelo,2023-11-21T08:00:00+01:00,2023-11-21T11:00:00+01:00,No location provided,No description provided,[]
1kgpcro9stnno7e8ogrk5si7gh_20231122T150000Z,Juwelo,2023-11-22T16:00:00+01:00,2023-11-22T18:00:00+01:00,No location provided,No description provided,[]
